project_id_original,project_id,researcher,title,institution,award_amount
CB-2016,285480,HONORIO TORRES AGUILAR,Análisis funcional de la NTPDasa1/CD39 como marcador tolerogénico en células dendríticas plasmacitoides de pacientes con Lupus Eritematoso Sistémico,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,1500000
CB-2016,285502,JACQUELINE QUINTANA HINOJOSA,"Efecto de la quiralidad, polaridad y anisotropía en el auto-ensamblaje molecular en dos dimensiones.",INSTITUTO DE QUÍMICA,1554167
CB-2016,285529,VIJENDRA DINESH RAO  ,The functional significance of colouration in spiders:a sensory ecology perspective,UNIVERSIDAD VERACRUZANA,1910020
CB-2016,285544,JESÚS ESPINAL ENRÍQUEZ,Evaluación integral de la regulación genómica y epigenómica en cáncer de mama,INSTITUTO NACIONAL DE MEDICINA GENÓMICA,1215203
CB-2016,285548,CORINA LENORA BENJET X,Proyecto Universitario para Alumnos Saludables (PUERTAS),INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,1090000
CB-2016,285575,JUAN CARLOS PEREDA FAILACHE,DESAFÍOS DE LA INTEGRACIÓN SOCIAL EN LAS DEMOCRACIAS,INSTITUTO DE INVESTIGACIONES FILOSOFICAS,1523000
CB-2016,285599,OLIVER STEFFEN SCHUTZE  ,Toma de decisiones multiobjetivo para sistemas altamente complejos,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,3473500
CB-2016,285600,GRETHELL GEORGINA PEREZ SANCHEZ,Estudio de estabilidad espectral de arreglos con rejillas LPG y Bragg en cascada en fibras ópticas dopadas con tierras raras.,UNIVERSIDAD AUTONOMA METROPOLITANA / UNIDAD AZCAPOTZALCO,1500000
CB-2016,285622,MARIA DEL ROCIO GAMEZ MONTAÑO,DISEÑO DE ESTRATEGIAS VERDES VÍA REACCIONES DE MULTICOMPONENTES Y SÍNTESIS DE HETEROCICLOS DE INTERÉS EN QUÍMICA MEDICINAL Y ÓPTICA,UNIVERSIDAD DE GUANAJUATO,2000000
CB-2016,285638,BODO WEBER  ,"HISTORIA GEOLÓGICA DEL BLOQUE MAYA, SU RELACIÓN CON OAXAQUIA (MÉXICO) Y LOS ANDES DE Mérida (VENEZUELA), CON ÉNFASIS EN EL NEOPROTEROZOICO Y PALEOZOICO","CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, BAJA CALIFORNIA.",2000000
CB-2016,285642,ALCIONE GARCIA GONZALEZ,"Efecto del Tamaño, Geometría y Carga Superficial de Nano y Micropartículas en las propiedades Elásticas de monocapas lipídicas de Langmuir",UNIVERSIDAD AUTONOMA DE NUEVO LEON,1605000
CB-2016,285669,NORMA ALICIA DE JESUS RAMOS DELGADO,"Estudio de los mecanismos de reacción en la interfase de los compositos de (C-, N-, C-N-) TiO2/Quitosano para la remoción de contaminantes en agua",Instituto Tecnológico de Nuevo León,1328320
CB-2016,285711,MARIA DE LOS ANGELES MANTILLA RAMIREZ,ESTUDIO DE LAS PROPIEDADES FOTOCATALÍTICAS DE SISTEMAS HIBRIDOS ÓXIDO/SULFURO METÁLICOS OBTENIDOS A PARTIR DE HIDRÓXIDOS DOBLES LAMINARES (HDLs),Instituto Politécnico Nacional,1996000
CB-2016,285721,ALDO ARMANDO RODRIGUEZ PUEBLA,La Conexión Galaxia-Halo: Un Enfoque Alternativo Para El Estudio de la Formación y Evolución de las Galaxias.,INSTITUTO DE ASTRONOMÍA,946127
CB-2016,285722,JOSE GUADALUPE LOPEZ CORTES,DISEÑO DE CATALIZADORES DUALES PARA REACCIONES DE ACTIVACIÓN C-H VIA FOTOCATÁLISIS,INSTITUTO DE QUÍMICA,1820000
CB-2016,285746,FRANCISCO BARONA GOMEZ,Co-evolución planta-bacteria en el contexto del fitobioma: el caso del metabolismo especializado de bacterias del orden Micrococcales en solanáceas agrícolas y silvestres,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional. / Unidad de Genómica Avanzada,2000000
CB-2016,285754,CARLOS FRANCISCO PINEDA ZORRILLA,Manifestaciones del enlazamiento y la decoherencia cuántica,INSTITUTO DE FÍSICA,1459413
CB-2016,285776,MOISES MARTINEZ MARES,"Simetrías, acoplamiento y disipación en sistemas ondulatorios de complejidad variada",UNIVERSIDAD AUTONOMA METROPOLITANA / UNIDAD IZTAPALAPA,835840
CB-2016,285802,MARCO ANTONIO VILLANUEVA MENDEZ,"El papel de RACK1, PKC y proteinas asociadas, en el modelo simbiotico del dinoflagelado Symbiodinium y su hospedero Cassiopea xamachana.",INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGÍA,1999458
CB-2016,285816,RAMÓN ALBERTO BATISTA GARCIA,Análisis morfológico y molecular de Aspergillus sps. en condiciones de baja actividad de agua,Universidad Autónoma del Estado de Morelos,1500000
CB-2016,285821,IGNACIO LUIS GARZON SOSA,Quiralidad en Cúmulos y Nanopartículas Metálicas,INSTITUTO DE FÍSICA,1200000
CB-2016,285847,KATARZYNA OKTABA SOSIN,Regulación y organización topológica del genoma durante el desarrollo de Drosophila.,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional. / Unidad Irapuato,1500000
CB-2016,285876,GABRIEL KANTUN MONTIEL,Representaciones de inversas generalizadas,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,434300
CB-2016,285879,FELIPE VACA PANIAGUA,Identificación de variantes genéticas patogénicas de susceptibilidad al cáncer de mama de aparición temprana en mujeres jóvenes,FACULTAD DE ESTUDIOS SUPERIORES IZTACALA,1498000
CB-2016,285884,NADIA JUDITH JACOBO HERRERA,Evaluación de metabolitos secundarios aislados de especies de la familia Annonaceae como inductores de autofagia como estrategia terapéutica para el tratamiento de cáncer de colon,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,1428000
CB-2016,285887,FELIPE AUGUSTO VAZQUEZ FLOTA,Localización de los sitios de síntesis y acumulación de alcaloides bencilisoquinolínicos en Argemone mexicana L (Chicalote),"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C.",1999000
CB-2016,285894,MARCELA DOLORES GRETHER GONZALEZ,Un modelo de superconductividad con pares de Cooper de huecos,FACULTAD DE CIENCIAS,649200
CB-2016,285898,CLELIA DE LA PENA SEAMAN,La participación de las auxinas en la metilación de novo en el ADN de Agave angustifolia Haw.: Una vía para la formación de somaclonas albinas.,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C.",2000000
CB-2016,285909,JESUS RICARDO SEVILLA ESCOBOZA,Fenómenos Emergentes en Redes Complejas Basadas en Osciladores no Lineales,UNIVERSIDAD DE GUADALAJARA,1500000
CB-2016,285940,MIGUEL MARTINEZ RAMOS,EFECTOS DE LA DEFORESTACIÓN DE SELVAS SOBRE LA BIODIVERSIDAD EN PAISAJES AGROFORESTALES TROPICALES,INSTITUTO DE INVESTIGACIONES EN ECOSISTEMAS Y SUSTENTABILIDAD,3496366
CB-2016,285950,EDGAR OMAR GARCIA SANCHEZ,"Martensita inducida por deformación:origen nanomecánico, estabilidad térmica y mecanismos de formación para el desarrollo de nuevos materiales",UNIVERSIDAD AUTONOMA DE NUEVO LEON,1500000
CB-2016,285962,GABRIELA VAZQUEZ HURTADO,Importancia de la vegetación ribereña en los ecosistemas acuáticos: Su función en la conservación de la calidad de agua de ríos en paisajes agropecuarios tropicales,"INSTITUTO DE ECOLOGIA, A.C.",2088558
CB-2016,285976,JOSE MANUEL MENDOZA RANGEL,TIXOTROPIA EN SUSPENSIONES COLOIDALES BASE CEMENTO PORTLAND BLANCO: ANÁLISIS MEDIANTE MICROREOLOGÍA PASIVA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,2000000
CB-2016,286011,CLAUDIA ALEJANDRA RODRIGUEZ GONZALEZ,Biosensor para la detección temprana y seguimiento a tratamiento de cáncer de mama,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,516000
CB-2016,286013,ALFREDO AUGUSTO GUEVARA GARCIA,Estudio teórico de superficies e  interfases sólido-líquido en presencia de un campo eléctrico,UNIVERSIDAD AUTONOMA METROPOLITANA / UNIDAD IZTAPALAPA,1500000
CB-2016,286049,EDUARDO CEJUDO ESPINOSA,Línea de Agua Meteórica de la Península de Yucatán,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C.",1128750
CB-2016,286059,CESIA GUARNEROS AGUILAR,SÍNTESIS DE ALEACIONES PSEUDOBINARIAS DE CALCOGENUROS DE PLOMO Y ESTUDIO DE SUS PROPIEDADES TÉRMICAS Y ELÉCTRICAS,Instituto Politécnico Nacional,1500000
CB-2016,286065,ROSALINDA POSADAS SANCHEZ,"Participación de los polimorfismos del gen de la dipeptidilpeptidasa-4 en el desarrollo de la enfermedad arterial coronaria prematura, aterosclerosis subclínica y factores cardiometabólicos. Análisis genético y funcional.","INSTITUTO NACIONAL DE CARDIOLOGIA ""IGNACIO CHAVEZ""",1256000
CB-2016,286086,HAIDEE RUIZ LUNA,ESTUDIO Y SÍNTESIS DE ALEACIONES NANOESTRUCTURADAS BASE COBALTO Y NÍQUEL CON PROPIEDADES ANTI-CORROSIVAS A ALTA Y BAJA TEMPERATURA,"UNIVERSIDAD AUTONOMA DE ZACATECAS ""FRANCISCO GARCIA SALINAS""",1500000
CB-2016,286093,JOSE MARIA VIADER SALVADO,Genómica funcional de elementos reguladores de la transcripción en la levadura Pichia pastoris.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,1500000
CB-2016,286105,GUILLERMO IVAN GUERRERO GARCIA,Propiedades microscópicas y termodinámicas de electrodos e interfaces líquidas agua/aceite electrificadas: teoría y simulación.,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,1003842
CB-2016,286130,CIPRIAN FLORIN ARDELEAN  ,Diversidad cultural y ambiental en el Pleistoceno- Holoceno mexicano: cazadores-recolectores del Altiplano Norte entre el poblamiento temprano y los cambios climáticos,"UNIVERSIDAD AUTONOMA DE ZACATECAS ""FRANCISCO GARCIA SALINAS""",1862000
CB-2016,286150,ISRAEL DE LEON ARIZPE,Desarrollo de estructuras nanofotónicas con respuesta no-lineal extraordinaria empleando materiales con permitividad cercana a cero,"CAMPUS MONTERREY, INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY",1483900
CB-2016,286160,JOSE ESCORCIA GARCIA,Compuestos ternarios basados en calcogenuros de antimonio-estaño para celdas solares sensibilizadas de estado sólido,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional. / Unidad Saltillo,1500000
CB-2016,286165,GERMAN PEREZ HERNANDEZ,"Propiedades eléctricas, optoelectrónicas y electroquímicas en celdas solares sensibilizadas basadas en ZnO",DIVISION ACADEMICA DE INGENIERIA Y ARQUITECTURA,1500000
CB-2016,286184,JAVIER VENTURA JUAREZ,Factores humorales que influyen en la virulencia de Entamoeba histolytica durante la relación huésped-parásito,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,2000000
CB-2016,286209,EUSTACIO GALILEO ESCOBEDO GONZALEZ,Inmunoterapia celular basada en macrófagos M2 para el tratamiento de la intolerancia a los carbohidratos: una estrategia de investigación traslacional,"SECRETARIA DE SALUD / HOSPITAL GENERAL DE MEXICO ""DR. EDUARDO LICEAGA""",1484990
CB-2016,286218,ABRAHAM NEHEMIAS MEZA ROCHA,Generación de luz blanca modulable en el sistema vítreo fosfato de zinc activado con Ag y lantánidos trivalentes,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1500000
CB-2016,286238,GLORIA ARLETTE MENDEZ MALDONADO,Solubilidad del fármaco LASSBio 294 en diferentes solventes usando dinámica molecular,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,1057000
CB-2016,286249,CAROLINA GRANADOS MENDOZA,"Filogenómica, diversificación y biogeografía histórica de Tillandsia subgen. Tillandsia (Bromeliaceae, Poales): develando una radiación evolutiva","INSTITUTO POTOSINO DE INVESTIGACION CIENTIFICA Y TECNOLOGICA, A.C.",1498600
CB-2016,286252,ELENA PALACIOS MECHETNOV,Relación entre apoptosis y  prostaglandinas inducidas por cambios de ácidos grasos en fosfolípidos en relación a incrementos de temperatura en moluscos,CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE SC,1994947
CB-2016,286256,ANA CAROLINA GUADALUPE ARIZA GUTIERREZ,Efecto de la inhibición del receptor de succinato (SUCNR1) sobre el estrés oxidativo y la inflamación en ratas gestantes y lactantes con síndrome metabólico y su progenie,INSTITUTO NACIONAL DE SALUD PUBLICA,1339800
CB-2016,286274,JOSE VAZQUEZ PRADO,MECANISMOS MOLECULARES DE MIGRACION ENDOTELIAL Y ANGIOGENESIS,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,2000000
CB-2016,286316,ANNA LIA LONGINOTTI  ,Estudio de vientos en Núcleos Galácticos Activos,INSTITUTO NACIONAL DE ASTROFISICA OPTICA Y ELECTRONICA,1074000
CB-2016,286326,ORLANDO GUZMAN LOPEZ,"Separación de fases con parámetros de orden acoplados, conservados y no-conservados con distinto carácter tensorial, realizable con nanopartículas insolubles en un nemático",UNIVERSIDAD AUTONOMA METROPOLITANA / UNIDAD IZTAPALAPA,1265794
CB-2016,286346,JUAN LEOPOLDO OLGUIN TALAVERA,Cooperatividad y comunicación magnética en complejos trinucleares heterometálicos [M1M2M1] con propiedades de entrecruzamiento de espín: efecto del metal central en la mediación magnética,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,1500000
CB-2016,286347,SHEILA CASTELLANOS MARTINEZ,Bases sanitarias para el cultivo y consumo del pulpo Octopus bimaculatus de Baja California,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,1500000
CB-2016,286368,DANIEL ALBERTO MAY ARRIOJA,Estudio del desarrollo de cloroplastos mediante dispositivos optofluí­dicos,CENTRO DE INVESTIGACIONES EN OPTICA AC,3469000
CB-2016,286421,GUILLERMO AQUINO JARQUIN,"Edición genómica del microRNA oncogénico miR-363, en células de glioblastoma humano, mediante tecnología CRISPR/Cas9.",HOSPITAL INFANTIL DE MEXICO FEDERICO GOMEZ,2000000
CB-2016,286437,SILVIA JEREZ GALIANO,Modelación matemática de la metástasis ósea  y sus tratamientos,CENTRO DE INVESTIGACION EN MATEMATICAS AC,1679541
CB-2016,286445,EDWIN LEON CARDENAL,Funciones Zeta Locales al Infinito e Integrales Oscilatorias.,CENTRO DE INVESTIGACION EN MATEMATICAS AC,350000
CB-2016,286446,OFIR PICAZO PICAZO,Papel de la O-Glucosilación de proteínas sobre las alteraciones cognitivas de la menopausia experimental,Instituto Politécnico Nacional,1999951
CB-2016,286447,XAVIER GOMEZ MONT AVALOS,Propiedades Geometricas y Topologicas de las Variedades Algebraicas,CENTRO DE INVESTIGACION EN MATEMATICAS AC,1500000
CB-2016,286449,LAURA ALEJANDRA ARDILLA DE LA ROSA CARRILLO,Interacciones especificas e inespecificas entre proteinas y proantocianidinas,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,2000000
CB-2016,286452,AARON ROJAS AGUILAR,Energética y estructura de sistemas supramoleculares basados en éteres corona y azobencenos.,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,1500000
CB-2016,286476,PRATAP NARAYAN SAHAY SAHAY,Physics of seismic wave propagation in porous media: Challenges in quantitative modelling,"CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, BAJA CALIFORNIA.",1400000
CB-2016,286494,ZULIA MAYARI SANCHEZ MEJIA,Transporte y deposición de partículas atmosféricas en un gradiente cuenca arriba (valle agrícola-pie de monte),INSTITUTO TECNOLÓGICO DE SONORA,1500000
CB-2016,286496,LUIS ALEJANDRO GALICIA LUNA,Estudio teórico - experimental de los diagramas de fases en la formación de hidratos: potencial aplicación para la separación de contaminantes de aguas residuales,Instituto Politécnico Nacional,2000000
CB-2016,286497,JESÚS AGUSTÍN BADILLO CORONA,Estudio de la regulación de la traducción en líneas transplastómicas de tabaco utilizando perfiles ribosomales,Instituto Politécnico Nacional,1500000
CB-2016,286508,JAVIER AGUILAR CARRILLO DE ALBORNOZ,"Presencia y distribución de elementos potencialmente tóxicos en aguas, suelos y sedimentos afectados por actividades minero-metalúrgicas: Caso del Talio.",UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,1387000
CB-2016,286529,ALBERTO FRAGIO GISTAU,"""Historia de la economía ecológica y teoría del capital natural""",UNIVERSIDAD AUTONOMA METROPOLITANA / UNIDAD CUAJIMALPA,155209
CB-2016,286614,JOSE MARIO ORDOÑEZ PALACIOS,SÍNTESIS DE ÁCIDOS ALFA-AMINOFOSFÓNICOS CÍCLICOS Y SU EVALUACIÓN BIOLÓGICA COMO AGENTES ANTICANCERÍGENOS Y NEUROACTIVOS,CENTRO DE INVESTIGACIONES QUÍMICAS-IICBA,1998440
CB-2016,286620,CECILIA ANAYA BERRIOS,Síntesis de nuevos compuestos bicíclicos rígidos quirales y su uso como catalizadores en reacciones estereoselectivas de formación de enlaces carbono-carbono.,FUNDACION UNIVERSIDAD DE LAS AMERICAS PUEBLA,1800000
CB-2016,286623,HECTOR RANGEL VILLALOBOS,ANTROPOLOGÍA GENÉTICA Y FORENSE EN POBLACIONES MEXICANAS MEDIANTE SECUENCIACIÓN DE NUEVA GENERACIÓN (NGS),UNIVERSIDAD DE GUADALAJARA,2000000
CB-2016,286626,ARMANDO ENCINAS OROPESA,Campo desmagnetizante efectivo e interacción dipolar en ensambles de sistemas magnéticos discretos: medición y modelado,"INSTITUTO POTOSINO DE INVESTIGACION CIENTIFICA Y TECNOLOGICA, A.C.",2000000
CB-2016,286629,MIGUEL TORRES CISNEROS,INTEGRATED BIOSENSORS BASED ON NOVEL ACTIVE PLASMONIC STRUCTURES,UNIVERSIDAD DE GUANAJUATO,1999999
CB-2016,286633,FELIX MIKHAILOVICH IZRAILEV .,Transporte y Termalizacion en Sistemas Desordenados de Baja Dimensionalidad,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1090000
CB-2016,286638,YLIANA LOPEZ CASTRO,SÍNTESIS DE NUEVOS DERIVADOS COLESTÁNICOS DE INTERÉS BIOLÓGICO VÍA APERTURA ÁCIDA DE 23-CETO-SAPOGENINAS Y 22-CETO-23-ESPIROSTANOS (CONTINUACIÓN),UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,1300000
CB-2016,286647,SEVERINO MUNOZ AGUIRRE,"Sensores y biosensores de alta sensibilidad basados en resonadores de cuarzo para detección, reconocimiento y discriminación de compuestos orgánicos",BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,2000000
CB-2016,286651,DAVID Y.G. DELEPINE  ,"Fenomenología de física más allá del modelo estándar, violación de CP y astro partículas en vista de los nuevos experimentos y datos observacionales",UNIVERSIDAD DE GUANAJUATO,1462500
CB-2016,286652,CLAUDIA OLIVA MENDOZA BARRERA,Modelo in vivo de un nanoacarreador adyuvante monodisperso de proteína M de DENV basado en micelas biopoliméricas,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,2000000
CB-2016,286653,MARTHA CECILIA ROSALES HERNANDEZ,"DISEÑO, SÍNTESIS Y EVALUACIÓN FARMACOLOGICA DE NUEVOS COMPUESTOS ANTI-BETA AMILOIDE 1-42  CON USO POTENCIAL EN LA ENFERMEDAD DE ALZHEIMER",Instituto Politécnico Nacional,1486002
CB-2016,286659,GILBERTO VARGAS ALARCON,Participación de polimorfismos del gen de la interleucina 37 en la susceptibilidad al desarrollo de la enfermedad arterial coronaria prematura. Relación de los genotipos con niveles séricos y análisis funcional,"INSTITUTO NACIONAL DE CARDIOLOGIA ""IGNACIO CHAVEZ""",1164900
CB-2016,286670,ROSA CERROS TLATILPA,"Sistemática de Cladocolea Tiegh. (Loranthaceae) y géneros afines usando caracteres anatómicos, morfológicos y moleculares",Universidad Autónoma del Estado de Morelos,1648290
CB-2016,286709,VIANEY GRACIELA OLMEDO MONFIL,ANÁLISIS MOLECULAR DE LOS MECANISMOS DE PERCEPCIÓN EN LA INTERACCIÓN TRICHODERMA-PLANTA,UNIVERSIDAD DE GUANAJUATO,2000000
CB-2016,286730,MARIA DE LOURDES MIRANDA HAM,"Análisis bioquímico y molecular de la biosíntesis de betalaínas en Stenocereus queretaroensis, una cactácea mexicana","CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C.",1979600
CB-2016,286739,ANDREA MARISA GABRIELA DE VIZCAYA RUIZ,Alteración metabólica por la exposición a partículas atmosféricas: formación de la gota lipídica e inducción de la resistencia a insulina,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,2000000
CB-2016,286753,NALLELY PATRICIA JIMÉNEZ MANCILLA,ESTUDIO DE LAS PROPIEDADES FÍSICAS DE SISTEMAS BASADOS EN 177Lu-NANOPARTÍCULAS PARA SU APLICACIÓN EN TERAPIA E IMAGEN ÓPTICA Y NUCLEAR,INSTITUTO NACIONAL DE INVESTIGACIONES NUCLEARES,888400
CB-2016,286756,RENE GARRUÑA HERNANDEZ,ELUCIDACION DEL ROL DE LA PROTEINA D1 EN LA FOTOSÍNTESIS DE HORTALIZAS TROPICALES EN ESCENARIOS DE CAMBIO CLIMÁTICO,Instituto Tecnológico de Conkal,1409200
CB-2016,286762,ANA MARÍA PARRILLA ALBUERNE,"Régimen municipal, élites y fiscalidad en Guatemala y México en  tiempos del reformismo borbónico (1765-1824): ¿mismos problemas diferentes soluciones?",UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS,1130964
CB-2016,286764,LORENZO BORSELLI  ,"Innovacion en  Software para estudio de Geomateriales , Ciencia de la tierra y Ingenieria civil",UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,1500000
CB-2016,286806,CLAUDIO RIOS VELASCO,Análisis transcriptómico diferencial de Streptomyces spp. durante la interacción in vitro con hongos y Oomicetos fitopatógenos,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO AC,1492384
CB-2016,286864,EDUARDO CASTAÑEDA SAUCEDO,Explorando las funciones de la GTPasa Rac1 en el núcleo: mecanismos de translocación nuclear en respuesta a estrógenos y el posible papel de Rac1 nuclear en el control de la proliferación y migración celular,UNIVERSIDAD AUTONOMA DE GUERRERO,2000000
CB-2016,286885,VERONICA PEREZ DE LA CRUZ,Efecto de la intoxicación por plomo en los metabolitos de la vía de la kinurenina: posible impacto en la memoria y aprendizaje en ratones wild-type y knock-out para la kinurenina aminotransferasa II,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,1480000
CB-2016,286897,ALMA XOCHITL GONZALEZ MORALES,Materia Oscura: Implicaciones de sus propiedades fundamentales en observaciones Astrofísicas y Cosmológicas.,UNIVERSIDAD DE GUANAJUATO,750000
CB-2016,286906,ADRIAN BONILLA PETRICIOLET,"DETERMINACIÓN EXPERIMENTAL, MODELACIÓN Y PREDICCIÓN DE PROPIEDADES TERMODINÁMICAS DE SISTEMAS MULTICOMPONENTES PARA LA PRODUCCIÓN Y PURIFICACIÓN DE BIOCOMBUSTIBLES",Instituto Tecnológico de Aguascalientes,2000000
CB-2016,286907,ARTURO BALTAZAR HERREJON,STUDY OF DAMAGE DETECTION IN ENGINEERING STRUCTURES USING AN ARRAY OF ULTRASONIC SENSORS,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional. / Unidad Saltillo,1290200
CB-2016,286916,ROBERTO ROJAS LAGUNA,Investigación Experimental de Láseres Sintonizables de Múltiples Longitudes de Onda Utilizando Interferómetros  tipo Mach-Zehnder Fabricados con Fibra de Cristal Fotónico,UNIVERSIDAD DE GUANAJUATO,1495000
CB-2016,286926,J. GABRIEL LUNA BARCENAS,Desarrollo de bionanocompositos para ingeniería de tejidos,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional. / Unidad Querétaro,2000000
CB-2016,286935,LORENZA VILLA LEVER,Las aspiraciones de futuro de los estudiantes de educación superior desde una perspectiva de desigualdades multidimensionales,INSTITUTO DE INVESTIGACIONES SOCIALES,2406000
CB-2016,286940,JOSE FRANCISCO POLA ALBORES,Catalizadores nanoestructurados para la obtención de hidrocarburos líquidos a partir del biogás. Etapa 1: Reacción de reformación en seco,UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS,1380000
CB-2016,286973,MARIA ORTENCIA GONZALEZ DIAZ,Síntesis de copolímeros funcionalizados de estructura controlada y su aplicación como membranas catalíticas para la producción de biodiesel,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C.",800000
CB-2016,286990,NAHUM ANDRES MEDELLIN CASTILLO,Síntesis y caracterización de materiales preparados a partir de huesos de peces pleco para su uso en la remoción de diversos contaminantes de soluciones acuosas,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,979600
CB-2016,286992,JOSÉ JUAN VIRGEN ORTÍZ,"Estudio de los mecanismos de síntesis de metabolitos antimicrobianos de Lactobacillus graminis, con énfasis en bacteriocinas y ácido fenil láctico",CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO AC,1500000
CB-2016,287002,ABSALOM ZAMORANO CARRILLO,Estudio de la estabilidad de proteínas de la familia Bcl-2 mediante Dinámica Molecular y algoritmos híbridos,Instituto Politécnico Nacional,460500
CB-2016,287052,ADRIANA MORALES TREJO,Efecto del estrés por calor crónico en la integridad del epitelio intestinal y composición de la microbiota intestinal del cerdo,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,1790336
CB-2016,287067,MARCO HEINEN  ,"Statistical Mechanics of Soft Matter in Non-Euclidean Spaces
(Mecánica estadística de la materia blanda en espacios no Euclidianos)",UNIVERSIDAD DE GUANAJUATO,1035400
CB-2016,287101,EDGAR NUÑEZ ROJAS,"Estudio computacional para la extracción eficiente, por medio de líquidos iónicos, de contaminantes aromáticos disueltos en hidrocarburos.",UNIVERSIDAD AUTONOMA METROPOLITANA / UNIDAD IZTAPALAPA,980232
CB-2016,287103,JUAN BOJORQUEZ MORA,Nueva formulación para obtener factores óptimos de carga para el diseño sísmico de edificios.,UNIVERSIDAD AUTONOMA DE SINALOA,1200000
CB-2016,287115,MARCELA VALDES TOVAR,PARTICIPACIÓN DE LA MELATONINA EN LOS PROCESOS DE MIELINIZACIÓN Y REMIELINIZACIÓN EN EL SISTEMA NERVIOSO CENTRAL: IMPLICACIONES PARA LOS TRASTORNOS NEUROPSIQUIÁTRICOS.,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,1497000
CB-2016,287137,JULIAN MARIO PEÑA CASTRO,El uso de los Genes Centrales de Hipoxia para mejorar en las plantas el contenido de almidón y la tolerancia a la inundación.,UNIVERSIDAD DEL PAPALOAPAN,2000000
CB-2016,287162,RAFAEL BALTIERREZ HOYOS,Caracterización molecular y fisiopatológica de las microvesículas secretadas por células fibróticas pulmonares.,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,1500000
CB-2016,287189,KARLA LEON CISNEROS,"TAXONOMÍA MOLECULAR DEL GÉNERO Pyropia (BANGIALES: RHODOPHYTA) DEL PACÍFICO NOROCCIDENTAL MEXICANO: ESPECIES, DISTRIBUCIÓN Y FILOGENIA",UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,1499324
CB-2016,287210,ALEJANDRA OCHOA ZARZOSA,"Análisis de la regulación epigenética inducida por hormonas sobre el epitelio mamario bovino durante la
infección con Staphylococcus aureus: el papel de la prolactina y del 17ß-estradiol",UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,2000000
